region,category,parameter,mode,powertrain,year,unit,value,percentage
Belgium,Historical,EV stock,Vans,BEV,2015,Vehicles,400.000.018.999,"40000001899900,00%"
Belgium,Historical,EV stock,Buses,PHEV,2015,Vehicles,650.000.013.411,"65000001341100,00%"
Belgium,Historical,EV sales,Vans,BEV,2015,Vehicles,9.800.000.116.229,"980000011622900,00%"
Belgium,Historical,EV stock,Buses,BEV,2015,Vehicles,13.000.000.268.221,"1300000026822100,00%"
Belgium,Historical,EV stock,Buses,BEV,2016,Vehicles,39.000.000.804.663,"3900000080466300,00%"
Belgium,Historical,EV sales,Vans,BEV,2016,Vehicles,18.999.999.389.052,"1899999938905200,00%"
Belgium,Historical,EV stock,Buses,PHEV,2016,Vehicles,6,"600,00%"
Belgium,Historical,EV stock,Vans,BEV,2016,Vehicles,1,"100,00%"
Belgium,Historical,EV sales,Cars,BEV,2016,Vehicles,26,"2600,00%"
Belgium,Historical,EV stock,Vans,PHEV,2016,Vehicles,1,"100,00%"
Belgium,Historical,EV sales,Cars,FCEV,2016,Vehicles,52.000.001.072.884,"5200000107288400,00%"
Belgium,Historical,EV stock,Cars,BEV,2016,Vehicles,16,"1600,00%"
Belgium,Historical,EV sales share,Cars,EV,2016,percent,320,"32000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2016,Vehicles,280,"28000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2016,Vehicles,79,"7900,00%"
Belgium,Historical,EV sales,Cars,PHEV,2016,Vehicles,25,"2500,00%"
Belgium,Historical,EV stock,Trucks,BEV,2016,Vehicles,3,"300,00%"
Belgium,Historical,EV sales,Trucks,BEV,2016,Vehicles,280.000.007.479,"28000000747900,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2016,charging points,8,"800,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2016,charging points,2,"200,00%"
Belgium,Historical,EV stock share,Buses,EV,2016,percent,300,"30000,00%"
Belgium,Historical,EV sales share,Vans,EV,2016,percent,2,"200,00%"
Belgium,Historical,EV stock share,Vans,EV,2016,percent,300,"30000,00%"
Belgium,Historical,EV stock share,Cars,EV,2016,percent,41.000.001.132.488,"4100000113248800,00%"
Belgium,Historical,EV sales share,Trucks,EV,2016,percent,289.999.996.312,"28999999631200,00%"
Belgium,Historical,EV stock share,Trucks,EV,2016,percent,209.999.998.333,"20999999833300,00%"
Belgium,Historical,EV stock share,Trucks,EV,2017,percent,5,"500,00%"
Belgium,Historical,EV stock share,Cars,EV,2017,percent,220,"22000,00%"
Belgium,Historical,EV stock share,Vans,EV,2017,percent,250,"25000,00%"
Belgium,Historical,EV sales share,Vans,EV,2017,percent,179.999.996.908,"17999999690800,00%"
Belgium,Historical,EV stock share,Buses,EV,2017,percent,2.400.000.113.994,"240000011399400,00%"
Belgium,Historical,EV sales share,Buses,EV,2017,percent,220.000.001.718,"22000000171800,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2017,charging points,1,"100,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2017,charging points,1,"100,00%"
Belgium,Historical,EV stock,Trucks,BEV,2017,Vehicles,6,"600,00%"
Belgium,Historical,EV sales,Cars,PHEV,2017,Vehicles,6,"600,00%"
Belgium,Historical,EV stock,Cars,PHEV,2017,Vehicles,239.999.993.937,"23999999393700,00%"
Belgium,Historical,EV stock,Cars,FCEV,2017,Vehicles,"1,30E+09","129999998534,91%"
Belgium,Historical,EV sales share,Cars,EV,2017,percent,110.000.000.859,"11000000085900,00%"
Belgium,Historical,EV stock,Cars,BEV,2017,Vehicles,15,"1500,00%"
Belgium,Historical,EV sales,Cars,FCEV,2017,Vehicles,810.000.002.384.186,"81000000238418600,00%"
Belgium,Historical,EV stock,Vans,PHEV,2017,Vehicles,669.999.980.926.514,"66999998092651400,00%"
Belgium,Historical,EV sales,Cars,BEV,2017,Vehicles,769.999.984.186,"76999998418600,00%"
Belgium,Historical,EV stock,Vans,BEV,2017,Vehicles,9.200.000.204.146,"920000020414600,00%"
Belgium,Historical,EV sales,Vans,PHEV,2017,Vehicles,34.000.001.847.744,"3400000184774400,00%"
Belgium,Historical,EV stock,Buses,PHEV,2017,Vehicles,8.899.999.782.443,"889999978244300,00%"
Belgium,Historical,EV sales,Vans,BEV,2017,Vehicles,16.000.000.759.959,"1600000075995900,00%"
Belgium,Historical,EV stock,Buses,BEV,2017,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Belgium,Historical,EV sales,Buses,PHEV,2017,Vehicles,529.999.971.389.771,"52999997138977100,00%"
Belgium,Historical,EV stock,Buses,BEV,2018,Vehicles,120,"12000,00%"
Belgium,Historical,EV sales,Vans,BEV,2018,Vehicles,660,"66000,00%"
Belgium,Historical,EV stock,Buses,PHEV,2018,Vehicles,320,"32000,00%"
Belgium,Historical,EV sales,Vans,PHEV,2018,Vehicles,6300,"630000,00%"
Belgium,Historical,EV stock,Vans,BEV,2018,Vehicles,4100,"410000,00%"
Belgium,Historical,EV sales,Cars,BEV,2018,Vehicles,160,"16000,00%"
Belgium,Historical,EV stock,Vans,PHEV,2018,Vehicles,440,"44000,00%"
Belgium,Historical,EV sales,Cars,FCEV,2018,Vehicles,700,"70000,00%"
Belgium,Historical,EV stock,Cars,BEV,2018,Vehicles,150,"15000,00%"
Belgium,Historical,EV sales,Buses,BEV,2018,Vehicles,160,"16000,00%"
Belgium,Historical,EV sales share,Cars,EV,2018,percent,4800,"480000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2018,Vehicles,110,"11000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2018,Vehicles,2.5,"4541400,00%"
Belgium,Historical,EV sales,Cars,PHEV,2018,Vehicles,120,"12000,00%"
Belgium,Historical,EV stock,Trucks,BEV,2018,Vehicles,29,"2900,00%"
Belgium,Historical,EV sales,Trucks,BEV,2018,Vehicles,23,"2300,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2018,charging points,20,"2000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2018,charging points,480,"48000,00%"
Belgium,Historical,EV sales share,Buses,EV,2018,percent,420,"42000,00%"
Belgium,Historical,EV stock share,Buses,EV,2018,percent,1,"100,00%"
Belgium,Historical,EV sales share,Vans,EV,2018,percent,1,"100,00%"
Belgium,Historical,EV stock share,Vans,EV,2018,percent,2,"200,00%"
Belgium,Historical,EV stock share,Cars,EV,2018,percent,10,"1000,00%"
Belgium,Historical,EV sales share,Trucks,EV,2018,percent,6.800.000.090.152,"680000009015200,00%"
Belgium,Historical,EV stock share,Trucks,EV,2018,percent,97.000.002.861.023,"9700000286102300,00%"
Belgium,Historical,EV stock share,Trucks,EV,2019,percent,10.999.999.940.395,"1099999994039500,00%"
Belgium,Historical,EV stock share,Cars,EV,2019,percent,119.999.997.317.791,"11999999731779100,00%"
Belgium,Historical,EV sales share,Vans,EV,2019,percent,23.000.000.044.704,"2300000004470400,00%"
Belgium,Historical,EV stock share,Buses,EV,2019,percent,23.000.000.044.704,"2300000004470400,00%"
Belgium,Historical,EV sales share,Buses,EV,2019,percent,0.25,0.25
Belgium,Historical,EV charging points,EV,Publicly available fast,2019,charging points,110,"11000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2019,charging points,11,"1100,00%"
Belgium,Historical,EV stock,Trucks,BEV,2019,Vehicles,430,"43000,00%"
Belgium,Historical,EV sales,Cars,PHEV,2019,Vehicles,6.099.999.882.281,"609999988228100,00%"
Belgium,Historical,EV stock,Cars,PHEV,2019,Vehicles,64.999.997.615.814,"6499999761581400,00%"
Belgium,Historical,EV stock,Cars,FCEV,2019,Vehicles,20.999.999.716.878,"2099999971687800,00%"
Belgium,Historical,EV sales share,Cars,EV,2019,percent,170.000.001.788.139,"17000000178813900,00%"
Belgium,Historical,EV stock share,Vans,EV,2019,percent,300.000.011.920.929,"30000001192092900,00%"
Belgium,Historical,EV sales,Buses,BEV,2019,Vehicles,1500,"150000,00%"
Belgium,Historical,EV stock,Cars,BEV,2019,Vehicles,2,"200,00%"
Belgium,Historical,EV sales,Cars,FCEV,2019,Vehicles,5100,"510000,00%"
Belgium,Historical,EV stock,Vans,PHEV,2019,Vehicles,2200,"220000,00%"
Belgium,Historical,EV sales,Cars,BEV,2019,Vehicles,1900,"190000,00%"
Belgium,Historical,EV stock,Vans,BEV,2019,Vehicles,36,"3600,00%"
Belgium,Historical,EV stock,Buses,PHEV,2019,Vehicles,609.999.990.463.257,"60999999046325700,00%"
Belgium,Historical,EV sales,Vans,BEV,2019,Vehicles,2.400.000.113.994,"240000011399400,00%"
Belgium,Historical,EV stock,Buses,BEV,2019,Vehicles,400.000.018.999,"40000001899900,00%"
Belgium,Historical,EV stock,Buses,FCEV,2019,Vehicles,360,"36000,00%"
Belgium,Historical,EV sales,Buses,PHEV,2019,Vehicles,58,"5800,00%"
Belgium,Historical,EV sales,Buses,PHEV,2020,Vehicles,38,"3800,00%"
Belgium,Historical,EV stock,Buses,FCEV,2020,Vehicles,12000,"1200000,00%"
Belgium,Historical,EV stock,Buses,BEV,2020,Vehicles,7100,"710000,00%"
Belgium,Historical,EV sales,Vans,BEV,2020,Vehicles,109.999.999.403.954,"10999999940395400,00%"
Belgium,Historical,EV stock,Buses,PHEV,2020,Vehicles,260,"26000,00%"
Belgium,Historical,EV stock,Vans,BEV,2020,Vehicles,"9,80E+08","97999996796,72%"
Belgium,Historical,EV sales,Vans,PHEV,2020,Vehicles,"1,80E+09","180000006366,75%"
Belgium,Historical,EV sales,Cars,BEV,2020,Vehicles,260.000.000.708,"26000000070800,00%"
Belgium,Historical,EV stock,Vans,PHEV,2020,Vehicles,319.999.991.916,"31999999191600,00%"
Belgium,Historical,EV sales,Cars,FCEV,2020,Vehicles,569.999.980.926.514,"56999998092651400,00%"
Belgium,Historical,EV stock,Cars,BEV,2020,Vehicles,1,"100,00%"
Belgium,Historical,EV sales,Buses,BEV,2020,Vehicles,15,"1500,00%"
Belgium,Historical,EV stock share,Vans,EV,2020,percent,18,"1800,00%"
Belgium,Historical,EV sales share,Cars,EV,2020,percent,180,"18000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2020,Vehicles,6.5,"4541800,00%"
Belgium,Historical,EV stock,Cars,PHEV,2020,Vehicles,79,"7900,00%"
Belgium,Historical,EV sales,Cars,PHEV,2020,Vehicles,460,"46000,00%"
Belgium,Historical,EV stock,Trucks,BEV,2020,Vehicles,3.500.000.108.033,"350000010803300,00%"
Belgium,Historical,EV sales,Trucks,BEV,2020,Vehicles,14.000.000.432.134,"1400000043213400,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2020,charging points,6100,"610000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2020,charging points,24,"2400,00%"
Belgium,Historical,EV sales share,Buses,EV,2020,percent,789.999.961.853,"78999996185300,00%"
Belgium,Historical,EV stock share,Buses,EV,2020,percent,74.000.000.953.674,"7400000095367400,00%"
Belgium,Historical,EV sales share,Vans,EV,2020,percent,50.000.000.745.058,"5000000074505800,00%"
Belgium,Historical,EV stock share,Cars,EV,2020,percent,449.999.988.079.071,"44999998807907100,00%"
Belgium,Historical,EV sales share,Trucks,EV,2020,percent,28.000.000.864.267,"2800000086426700,00%"
Belgium,Historical,EV stock share,Trucks,EV,2020,percent,129.999.995.231.628,"12999999523162800,00%"
Belgium,Historical,EV stock share,Trucks,EV,2021,percent,970,"97000,00%"
Belgium,Historical,EV sales share,Trucks,EV,2021,percent,18,"1800,00%"
Belgium,Historical,EV stock share,Cars,EV,2021,percent,510,"51000,00%"
Belgium,Historical,EV sales share,Vans,EV,2021,percent,410,"41000,00%"
Belgium,Historical,EV stock share,Buses,EV,2021,percent,78,"7800,00%"
Belgium,Historical,EV sales share,Buses,EV,2021,percent,38,"3800,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2021,charging points,20000,"2000000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2021,charging points,11000,"1100000,00%"
Belgium,Historical,EV sales,Trucks,BEV,2021,Vehicles,260,"26000,00%"
Belgium,Historical,EV stock,Trucks,BEV,2021,Vehicles,6,"600,00%"
Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,8700,"870000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2021,Vehicles,2500,"250000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2021,Vehicles,6400,"640000,00%"
Belgium,Historical,EV sales share,Cars,EV,2021,percent,38,"3800,00%"
Belgium,Historical,EV stock share,Vans,EV,2021,percent,2.000.000.094.995,"200000009499500,00%"
Belgium,Historical,EV sales,Buses,BEV,2021,Vehicles,25.000.000.372.529,"2500000037252900,00%"
Belgium,Historical,EV stock,Cars,BEV,2021,Vehicles,30,"3000,00%"
Belgium,Historical,EV sales,Cars,FCEV,2021,Vehicles,56,"5600,00%"
Belgium,Historical,EV stock,Vans,PHEV,2021,Vehicles,17.000.000.923.872,"1700000092387200,00%"
Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,12.000.000.104.308,"1200000010430800,00%"
Belgium,Historical,EV sales,Vans,PHEV,2021,Vehicles,9.300.000.034.273,"930000003427300,00%"
Belgium,Historical,EV stock,Vans,FCEV,2021,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Belgium,Historical,EV stock,Vans,BEV,2021,Vehicles,1700,"170000,00%"
Belgium,Historical,EV stock,Buses,PHEV,2021,Vehicles,3200,"320000,00%"
Belgium,Historical,EV sales,Vans,BEV,2021,Vehicles,59.000.000.357.628,"5900000035762800,00%"
Belgium,Historical,EV stock,Buses,BEV,2021,Vehicles,389.999.985.694.885,"38999998569488500,00%"
Belgium,Historical,EV stock,Buses,FCEV,2021,Vehicles,68.999.998.271.465,"6899999827146500,00%"
Belgium,Historical,EV sales,Buses,PHEV,2021,Vehicles,330.000.013.113.022,"33000001311302200,00%"
Belgium,Historical,EV sales,Buses,PHEV,2022,Vehicles,56,"5600,00%"
Belgium,Historical,EV stock,Buses,FCEV,2022,Vehicles,2900,"290000,00%"
Belgium,Historical,EV stock,Buses,BEV,2022,Vehicles,2600,"260000,00%"
Belgium,Historical,EV sales,Vans,BEV,2022,Vehicles,260,"26000,00%"
Belgium,Historical,EV stock,Buses,PHEV,2022,Vehicles,65,"6500,00%"
Belgium,Historical,EV stock,Vans,BEV,2022,Vehicles,8,"800,00%"
Belgium,Historical,EV stock,Vans,FCEV,2022,Vehicles,96,"9600,00%"
Belgium,Historical,EV sales,Vans,PHEV,2022,Vehicles,64,"6400,00%"
Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,21,"2100,00%"
Belgium,Historical,EV stock,Vans,PHEV,2022,Vehicles,4.399.999.976.158,"439999997615800,00%"
Belgium,Historical,EV sales,Cars,FCEV,2022,Vehicles,52.000.001.072.884,"5200000107288400,00%"
Belgium,Historical,EV stock,Cars,BEV,2022,Vehicles,24.000.000.208.616,"2400000020861600,00%"
Belgium,Historical,EV sales,Buses,BEV,2022,Vehicles,38,"3800,00%"
Belgium,Historical,EV stock share,Vans,EV,2022,percent,1600,"160000,00%"
Belgium,Historical,EV sales share,Cars,EV,2022,percent,1400,"140000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2022,Vehicles,240,"24000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2022,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,57,"5700,00%"
Belgium,Historical,EV stock,Trucks,BEV,2022,Vehicles,240,"24000,00%"
Belgium,Historical,EV sales,Trucks,BEV,2022,Vehicles,2,"200,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2022,charging points,500,"50000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2022,charging points,280,"28000,00%"
Belgium,Historical,EV sales share,Buses,EV,2022,percent,6.699.999.794.364,"669999979436400,00%"
Belgium,Historical,EV stock share,Buses,EV,2022,percent,20,"2000,00%"
Belgium,Historical,EV sales share,Vans,EV,2022,percent,14,"1400,00%"
Belgium,Historical,EV stock share,Cars,EV,2022,percent,"4,50E+09","450000006821,94%"
Belgium,Historical,EV sales share,Trucks,EV,2022,percent,259.999.990.463.257,"25999999046325700,00%"
Belgium,Historical,EV stock share,Trucks,EV,2022,percent,6.699.999.794.364,"669999979436400,00%"
Belgium,Historical,EV stock share,Trucks,EV,2023,percent,56.000.001.728.535,"5600000172853500,00%"
Belgium,Historical,EV sales share,Trucks,EV,2023,percent,1300,"130000,00%"
Belgium,Historical,EV stock share,Cars,EV,2023,percent,1400,"140000,00%"
Belgium,Historical,EV sales share,Vans,EV,2023,percent,4.300.000.146.031,"430000014603100,00%"
Belgium,Historical,EV stock share,Buses,EV,2023,percent,1.300.000.003.539,"130000000353900,00%"
Belgium,Historical,EV sales share,Buses,EV,2023,percent,85,"8500,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3,"300,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2.000.000.094.995,"200000009499500,00%"
Belgium,Historical,EV sales,Trucks,BEV,2023,Vehicles,650.000.013.411,"65000001341100,00%"
Belgium,Historical,EV stock,Trucks,BEV,2023,Vehicles,23.000.000.044.704,"2300000004470400,00%"
Belgium,Historical,EV sales,Trucks,PHEV,2023,Vehicles,489.999.987.185,"48999998718500,00%"
Belgium,Historical,EV stock,Trucks,PHEV,2023,Vehicles,760,"76000,00%"
Belgium,Historical,EV sales,Cars,PHEV,2023,Vehicles,110,"11000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2023,Vehicles,910,"91000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2023,Vehicles,84,"8400,00%"
Belgium,Historical,EV sales share,Cars,EV,2023,percent,13000,"1300000,00%"
Belgium,Historical,EV stock share,Vans,EV,2023,percent,850,"85000,00%"
Belgium,Historical,EV sales,Buses,BEV,2023,Vehicles,16000,"1600000,00%"
Belgium,Historical,EV stock,Cars,BEV,2023,Vehicles,15,"1500,00%"
Belgium,Historical,EV sales,Cars,FCEV,2023,Vehicles,15,"1500,00%"
Belgium,Historical,EV stock,Vans,PHEV,2023,Vehicles,800,"80000,00%"
Belgium,Historical,EV sales,Cars,BEV,2023,Vehicles,28.000.000.864.267,"2800000086426700,00%"
Belgium,Historical,EV sales,Vans,PHEV,2023,Vehicles,28.999.999.165.535,"2899999916553500,00%"
Belgium,Historical,EV stock,Vans,BEV,2023,Vehicles,150.000.005.960.464,"15000000596046400,00%"
Belgium,Historical,EV stock,Buses,PHEV,2023,Vehicles,6.099.999.882.281,"609999988228100,00%"
Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,18.999.999.389.052,"1899999938905200,00%"
Belgium,Historical,EV stock,Buses,BEV,2023,Vehicles,89.000.002.481,"8900000248100,00%"
Belgium,Historical,EV sales,Buses,PHEV,2023,Vehicles,2,"200,00%"
Brazil,Historical,EV sales,Cars,BEV,2010,Vehicles,2,"200,00%"
Brazil,Historical,EV sales share,Cars,EV,2010,percent,850,"85000,00%"
Brazil,Historical,EV sales share,Cars,EV,2011,percent,23.000.000.044.704,"2300000004470400,00%"
Brazil,Historical,EV sales,Cars,BEV,2011,Vehicles,2.199.999.988.079,"219999998807900,00%"
Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,1.700.000.022.538,"170000002253800,00%"
Brazil,Historical,EV sales,Cars,PHEV,2012,Vehicles,5.400.000.140.071,"540000014007100,00%"
Brazil,Historical,EV sales share,Cars,EV,2012,percent,340,"34000,00%"
Brazil,Historical,EV sales share,Cars,EV,2013,percent,270,"27000,00%"
Brazil,Historical,EV sales share,Buses,EV,2013,percent,4,"400,00%"
Brazil,Historical,EV sales share,Vans,EV,2013,percent,9,"900,00%"
Brazil,Historical,EV sales,Cars,PHEV,2013,Vehicles,3,"300,00%"
Brazil,Historical,EV sales,Cars,BEV,2013,Vehicles,3,"300,00%"
Brazil,Historical,EV sales,Buses,BEV,2013,Vehicles,260.000.000.708,"26000000070800,00%"
Brazil,Historical,EV sales,Vans,BEV,2013,Vehicles,"1,50E+09","149999996210,68%"
Brazil,Historical,EV sales,Vans,BEV,2014,Vehicles,160,"16000,00%"
Brazil,Historical,EV sales,Cars,BEV,2014,Vehicles,22,"2200,00%"
Brazil,Historical,EV stock,Cars,BEV,2014,Vehicles,72,"7200,00%"
Brazil,Historical,EV sales share,Vans,EV,2014,percent,1100,"110000,00%"
Brazil,Historical,EV sales share,Cars,EV,2014,percent,860,"86000,00%"
